"","gene2","cluster","avg_log2FC","gene"
"1293","RAPGEF5","EN-PFC1",1.533263581,"ENSG00000136237"
"1296","RASSF2","EN-PFC1",-2.120069964,"ENSG00000101265"
"1301","RBPJ","EN-PFC1",1.161982284,"ENSG00000168214"
"1303","RCAN1","EN-PFC1",1.396563531,"ENSG00000159200"
"1306","REEP3","EN-PFC1",-2.150272891,"ENSG00000165476"
"1308","RFTN2","EN-PFC1",-4.967196697,"ENSG00000162944"
"1310","RGS6","EN-PFC1",2.04128019,"ENSG00000182732"
"1311","RGS7","EN-PFC1",1.187759219,"ENSG00000182901"
"1314","RIN2","EN-PFC1",-2.272388351,"ENSG00000132669"
"1315","RN7SK","EN-PFC1",-1.38485953,"ENSG00000202198"
"1326","RNU6.457P","EN-PFC1",1.077626171,NA
"1327","RNU6.768P","EN-PFC1",2.114298281,NA
"1330","RORB","EN-PFC1",1.401095681,"ENSG00000198963"
"1333","RP1.240B8.3","EN-PFC1",1.174731616,NA
"1340","RP11.158J3.2","EN-PFC1",2.186172498,NA
"1341","RP11.15J10.1","EN-PFC1",1.481025962,NA
"1348","RP11.25K19.1","EN-PFC1",1.39225359,NA
"1350","RP11.264C15.2","EN-PFC1",2.915241063,NA
"1351","RP11.26M5.3","EN-PFC1",2.751701878,NA
"1354","RP11.29G8.3","EN-PFC1",3.140338517,NA
"1362","RP11.424M22.3","EN-PFC1",2.337821385,NA
"1363","RP11.436D23.1","EN-PFC1",-2.652919593,NA
"1368","RP11.524C21.2","EN-PFC1",-1.383463944,NA
"1370","RP11.543H23.2","EN-PFC1",1.174482164,NA
"1371","RP11.553L6.5","EN-PFC1",-3.698701718,NA
"1373","RP11.579O24.1","EN-PFC1",1.089240279,NA
"1374","RP11.642D21.1","EN-PFC1",2.176895861,NA
"1382","RP11.75C9.2","EN-PFC1",1.257833149,NA
"1383","RP11.778D9.4","EN-PFC1",-1.124249668,NA
"1394","RP5.857K21.7","EN-PFC1",-1.0447947,NA
"1396","RPGRIP1L","EN-PFC1",1.090953828,"ENSG00000103494"
"1403","RPL21P28","EN-PFC1",-1.143672452,"ENSG00000220749"
"1443","RPS27L","EN-PFC1",-1.403524476,"ENSG00000185088"
"1455","RTTN","EN-PFC1",1.041236819,"ENSG00000176225"
"1456","RUNX1T1","EN-PFC1",-1.456651974,"ENSG00000079102"
"1457","RYR2","EN-PFC1",1.659439586,"ENSG00000198626"
"1458","RYR3","EN-PFC1",1.697454226,"ENSG00000198838"
"1460","SAT1","EN-PFC1",-2.214990271,"ENSG00000130066"
"1461","SATB1.AS1","EN-PFC1",2.803128888,NA
"1462","SATB1","EN-PFC1",1.394606054,"ENSG00000182568"
"1467","SCAMP1","EN-PFC1",1.13946465,"ENSG00000085365"
"1470","SCD","EN-PFC1",-1.444988716,"ENSG00000099194"
"1471","SCD5","EN-PFC1",1.433997261,"ENSG00000145284"
"1472","SCG5","EN-PFC1",1.019776038,"ENSG00000166922"
"1473","SCN2A","EN-PFC1",1.728607402,"ENSG00000136531"
"1477","SCUBE1","EN-PFC1",1.687004833,"ENSG00000159307"
"1479","SDCBP","EN-PFC1",-1.102675467,"ENSG00000137575"
"1483","SEL1L3","EN-PFC1",1.226134141,"ENSG00000091490"
"1489","SERINC5","EN-PFC1",-1.441828703,"ENSG00000164300"
"1490","SERPINI1","EN-PFC1",1.765060492,"ENSG00000163536"
"1493","SETD8","EN-PFC1",-1.254325831,"ENSG00000183955"
"1496","SFRP1","EN-PFC1",-5.417157751,"ENSG00000104332"
"1497","SGIP1","EN-PFC1",1.08040864,"ENSG00000118473"
"1498","SH3GL2","EN-PFC1",2.118511256,"ENSG00000107295"
"1499","SHISA2","EN-PFC1",1.21025878,"ENSG00000180730"
"1500","SHISA9","EN-PFC1",1.475391397,"ENSG00000237515"
"1502","SIAH3","EN-PFC1",1.096742371,"ENSG00000215475"
"1504","SIPA1L1","EN-PFC1",1.712428194,"ENSG00000197555"
"1505","SKIDA1","EN-PFC1",-1.208428311,"ENSG00000180592"
"1511","SLC1A3","EN-PFC1",-4.946231184,"ENSG00000079215"
"1512","SLC24A2","EN-PFC1",1.287125146,"ENSG00000155886"
"1515","SLC26A4","EN-PFC1",3.174496169,"ENSG00000091137"
"1516","SLC26A4.AS1","EN-PFC1",2.465557886,NA
"1521","SLC35F1","EN-PFC1",1.18336134,"ENSG00000196376"
"1522","SLC35F2","EN-PFC1",2.054060038,"ENSG00000110660"
"1525","SLC4A10","EN-PFC1",1.660499449,"ENSG00000144290"
"1528","SLC5A8","EN-PFC1",2.366135596,"ENSG00000256870"
"1531","SLC9B2","EN-PFC1",1.129833736,"ENSG00000164038"
"1532","SLCO3A1","EN-PFC1",1.234577621,"ENSG00000176463"
"1533","SLIT1","EN-PFC1",1.335911249,"ENSG00000187122"
"1534","SLIT3","EN-PFC1",2.744144894,"ENSG00000184347"
"1535","SLITRK1","EN-PFC1",1.229150636,"ENSG00000178235"
"1536","SLITRK2","EN-PFC1",-3.493353238,"ENSG00000185985"
"1537","SLITRK5","EN-PFC1",1.265914242,"ENSG00000165300"
"1539","SMARCA2","EN-PFC1",1.060278118,"ENSG00000080503"
"1540","SMARCA5","EN-PFC1",-1.214051474,"ENSG00000153147"
"1541","SMC2","EN-PFC1",-1.756626606,"ENSG00000136824"
"1542","SMC4","EN-PFC1",-2.751504302,"ENSG00000113810"
"1545","SNAP25","EN-PFC1",1.225196379,"ENSG00000132639"
"1546","SNAP91","EN-PFC1",1.383335992,"ENSG00000065609"
"1549","SNCAIP","EN-PFC1",-4.948215099,"ENSG00000064692"
"1554","SNRPGP10","EN-PFC1",-1.63376115,NA
"1555","SNX10","EN-PFC1",1.37351699,"ENSG00000086300"
"1560","SOCS2","EN-PFC1",2.373763905,"ENSG00000120833"
"1562","SORCS1","EN-PFC1",3.861223641,"ENSG00000108018"
"1565","SOX2.OT","EN-PFC1",-5.027755053,NA
"1566","SOX5","EN-PFC1",1.216425874,"ENSG00000134532"
"1567","SOX6","EN-PFC1",-3.712024143,"ENSG00000110693"
"1568","SOX9","EN-PFC1",-3.760663046,"ENSG00000125398"
"1572","SPHKAP","EN-PFC1",1.747913469,"ENSG00000153820"
"1573","SPINT2","EN-PFC1",1.022160329,"ENSG00000167642"
"1574","SPOCK1","EN-PFC1",1.680244838,"ENSG00000152377"
"1575","SPOCK3","EN-PFC1",2.240943902,"ENSG00000196104"
"1580","SRCIN1","EN-PFC1",1.220738657,"ENSG00000277363"
"1595","ST18","EN-PFC1",3.030023735,"ENSG00000147488"
"1596","ST3GAL1","EN-PFC1",1.326021889,"ENSG00000008513"
"1597","ST3GAL5","EN-PFC1",1.230063737,"ENSG00000115525"
"1598","ST6GALNAC3","EN-PFC1",1.658726701,"ENSG00000184005"
"1605","STMN4","EN-PFC1",1.017838374,"ENSG00000015592"
"1606","STOX2","EN-PFC1",-2.024232635,"ENSG00000173320"
"1609","STT3B","EN-PFC1",1.254282463,"ENSG00000163527"
"1616","SULT1A1","EN-PFC1",1.648665939,"ENSG00000196502"
"1617","SULT4A1","EN-PFC1",1.00361426,"ENSG00000130540"
"1618","SUMO1P3","EN-PFC1",-1.226022904,NA
"1623","SUSD4","EN-PFC1",3.020898931,"ENSG00000143502"
"1628","SYCP3","EN-PFC1",1.3278301,"ENSG00000139351"
"1629","SYN3","EN-PFC1",2.25343888,"ENSG00000185666"
"1630","SYT1","EN-PFC1",1.085988399,"ENSG00000067715"
"1631","SYT11","EN-PFC1",-1.123191826,"ENSG00000132718"
"1632","SYT13","EN-PFC1",1.503912828,"ENSG00000019505"
"1635","SYT6","EN-PFC1",1.379438118,"ENSG00000134207"
"1636","SYT7","EN-PFC1",1.411729099,"ENSG00000011347"
"1641","TARBP1","EN-PFC1",1.715126233,"ENSG00000059588"
"1644","TBR1","EN-PFC1",1.491253121,"ENSG00000136535"
"1649","TCF4","EN-PFC1",-3.079517733,"ENSG00000196628"
"1651","TEAD1","EN-PFC1",-2.658416433,"ENSG00000187079"
"1654","TEX2","EN-PFC1",1.038008224,"ENSG00000136478"
"1655","TFDP2","EN-PFC1",-1.186596777,"ENSG00000114126"
"1658","THBS1","EN-PFC1",-1.32301869,"ENSG00000137801"
"1660","THSD7A","EN-PFC1",1.22436392,"ENSG00000005108"
"1661","TLE3","EN-PFC1",-1.334204979,"ENSG00000140332"
"1662","TLE4","EN-PFC1",1.582153567,"ENSG00000106829"
"1664","TMC2","EN-PFC1",1.627498259,"ENSG00000149488"
"1667","TMEM108","EN-PFC1",1.11322664,"ENSG00000144868"
"1669","TMEM123","EN-PFC1",-3.293648817,"ENSG00000152558"
"1670","TMEM130","EN-PFC1",1.565236455,"ENSG00000166448"
"1673","TMEM14C","EN-PFC1",-1.928624761,"ENSG00000111843"
"1677","TMEM163","EN-PFC1",1.604324491,"ENSG00000152128"
"1681","TMEM178A","EN-PFC1",2.827041721,"ENSG00000152154"
"1699","TNR","EN-PFC1",1.668772184,"ENSG00000116147"
"1703","TOB1","EN-PFC1",-1.374677616,"ENSG00000141232"
"1705","TOX","EN-PFC1",1.527406053,"ENSG00000198846"
"1706","TP53","EN-PFC1",-2.146548155,"ENSG00000141510"
"1707","TP53I11","EN-PFC1",1.335021323,"ENSG00000175274"
"1708","TP53INP1","EN-PFC1",-1.649563107,"ENSG00000164938"
"1709","TPI1","EN-PFC1",-1.079853564,"ENSG00000111669"
"1711","TPM4","EN-PFC1",-1.266086199,"ENSG00000167460"
"1715","TRAPPC1","EN-PFC1",-1.573273947,"ENSG00000170043"
"1718","TRIB2","EN-PFC1",-1.532046818,"ENSG00000071575"
"1725","TRIM59","EN-PFC1",-2.342126505,"ENSG00000213186"
"1726","TRIM67","EN-PFC1",1.744705572,"ENSG00000119283"
"1731","TSHZ3","EN-PFC1",1.789885825,"ENSG00000121297"
"1734","TSPAN2","EN-PFC1",1.287593573,"ENSG00000134198"
"1738","TTC28","EN-PFC1",-1.401124018,"ENSG00000100154"
"1743","TTN","EN-PFC1",1.007060773,"ENSG00000155657"
"1745","TUBA1B","EN-PFC1",-1.34276463,"ENSG00000123416"
"1771","UNC13C","EN-PFC1",2.201646547,"ENSG00000137766"
"1780","USP6NL","EN-PFC1",1.300103075,"ENSG00000148429"
"1786","VIM","EN-PFC1",-3.884762059,"ENSG00000026025"
"1798","VSNL1","EN-PFC1",2.919171618,"ENSG00000163032"
"1799","VSTM2L","EN-PFC1",1.505590497,"ENSG00000132821"
"1802","WASF1","EN-PFC1",1.744652217,"ENSG00000112290"
"1803","WASF3","EN-PFC1",1.579607621,"ENSG00000132970"
"1806","WDR17","EN-PFC1",1.381466072,"ENSG00000150627"
"1809","WEE1","EN-PFC1",-1.836749482,"ENSG00000166483"
"1816","XKR4","EN-PFC1",1.704949462,"ENSG00000206579"
"1817","XPR1","EN-PFC1",1.64700081,"ENSG00000143324"
"1819","YPEL2","EN-PFC1",1.980287109,"ENSG00000175155"
"1824","ZBTB20","EN-PFC1",-2.507125183,"ENSG00000181722"
"1832","ZEB1","EN-PFC1",-2.86883526,"ENSG00000148516"
"1835","ZFHX4","EN-PFC1",-5.774731847,"ENSG00000091656"
"1837","ZFP36L1","EN-PFC1",-4.535568023,"ENSG00000185650"
"1838","ZFPM2","EN-PFC1",2.054249144,"ENSG00000169946"
"1845","ZNF280B","EN-PFC1",1.166997437,"ENSG00000275004"
"1846","ZNF285","EN-PFC1",1.258298774,"ENSG00000267508"
"1851","ZNF33B","EN-PFC1",1.259731526,"ENSG00000196693"
"1852","ZNF382","EN-PFC1",1.57593397,"ENSG00000161298"
"1853","ZNF384","EN-PFC1",-1.027214991,"ENSG00000126746"
"1854","ZNF385D","EN-PFC1",1.906652402,"ENSG00000151789"
"1856","ZNF43","EN-PFC1",-1.068996716,"ENSG00000198521"
"1860","ZNF516","EN-PFC1",-1.887235616,"ENSG00000101493"
"1868","ZNF608","EN-PFC1",-2.341532362,"ENSG00000168916"
"1873","ZNF704","EN-PFC1",-1.493129728,"ENSG00000164684"
"1886","SOX2","EN-PFC1",-3.778711123,"ENSG00000181449"
"1887","DUSP10","EN-PFC1",-4.523378102,"ENSG00000143507"
"1888","CUX2","EN-PFC1",-4.569481443,"ENSG00000111249"
"1889","CXXC4","EN-PFC1",-4.891111325,"ENSG00000168772"
"1890","FSTL1","EN-PFC1",-5.258100252,"ENSG00000163430"
"2014","AASS","nEN-early2",-1.209180797,"ENSG00000008311"
"2015","ABAT","nEN-early2",-1.130729515,"ENSG00000183044"
"2029","ADRA2A","nEN-early2",1.511351344,"ENSG00000150594"
"2033","AHI1","nEN-early2",-1.152696455,"ENSG00000135541"
"2034","AKAP12","nEN-early2",-1.228766847,"ENSG00000131016"
"2044","ANP32E","nEN-early2",-1.27706534,"ENSG00000143401"
"2045","ANXA5","nEN-early2",-2.427694145,"ENSG00000164111"
"2047","APBB2","nEN-early2",-1.247680211,"ENSG00000163697"
"2058","ARX","nEN-early2",-3.61973239,"ENSG00000004848"
"2063","ATP1B2","nEN-early2",-1.105082534,"ENSG00000129244"
"2071","AXL","nEN-early2",-2.10351829,"ENSG00000167601"
"2072","B2M","nEN-early2",-1.498714469,"ENSG00000166710"
"2076","BARD1","nEN-early2",-1.211307466,"ENSG00000138376"
"2100","CADPS","nEN-early2",-1.076307232,"ENSG00000163618"
"2123","CDCA7","nEN-early2",-1.452216421,"ENSG00000144354"
"2124","CDH4","nEN-early2",1.067473086,"ENSG00000179242"
"2130","CELF4","nEN-early2",-1.200446332,"ENSG00000101489"
"2133","CENPF","nEN-early2",-1.542585103,"ENSG00000117724"
"2145","CKAP2","nEN-early2",-1.139798443,"ENSG00000136108"
"2146","CKS2","nEN-early2",-1.447828125,"ENSG00000123975"
"2148","CLMP","nEN-early2",1.228152638,"ENSG00000166250"
"2149","CLU","nEN-early2",-2.596899556,"ENSG00000120885"
"2157","CNTN2","nEN-early2",1.420878157,"ENSG00000184144"
"2158","COL11A1","nEN-early2",-1.996766659,"ENSG00000060718"
"2165","CRB1","nEN-early2",-1.737155008,"ENSG00000134376"
"2179","CXXC4","nEN-early2",-1.923257554,"ENSG00000168772"
"2184","DBI","nEN-early2",-1.637644433,"ENSG00000155368"
"2193","DLX2","nEN-early2",-2.870222149,"ENSG00000115844"
"2194","DLX6.AS1","nEN-early2",-2.939826507,NA
"2202","DOPEY2","nEN-early2",1.104357918,"ENSG00000142197"
"2204","DPY19L1","nEN-early2",1.466611089,"ENSG00000173852"
"2215","EFNA5","nEN-early2",-3.178536429,"ENSG00000184349"
"2217","EGR1","nEN-early2",-1.047844698,"ENSG00000120738"
"2223","EML6","nEN-early2",1.604616378,"ENSG00000214595"
"2229","EPHA3","nEN-early2",1.040014959,"ENSG00000044524"
"2234","EPHB6","nEN-early2",1.153972276,"ENSG00000106123"
"2237","ERBB4","nEN-early2",-2.89433026,"ENSG00000178568"
"2255","FAM65B","nEN-early2",-2.730840404,"ENSG00000111913"
"2260","FGF12","nEN-early2",-1.78423087,"ENSG00000114279"
"2267","FOS","nEN-early2",-1.25537609,"ENSG00000170345"
"2268","FOSB","nEN-early2",-1.025943147,"ENSG00000125740"
"2276","FSTL1","nEN-early2",-1.544216774,"ENSG00000163430"
"2279","GAD1","nEN-early2",-2.740294231,"ENSG00000128683"
"2283","GLCCI1","nEN-early2",-1.423128561,"ENSG00000106415"
"2306","GSTM3","nEN-early2",-1.058628202,"ENSG00000134202"
"2312","HAT1","nEN-early2",-1.044140452,"ENSG00000128708"
"2320","HIST1H4C","nEN-early2",-1.373477826,"ENSG00000197061"
"2325","HMGB2","nEN-early2",-2.340772376,"ENSG00000164104"
"2326","HMGN2","nEN-early2",-1.243043609,"ENSG00000198830"
"2331","HS3ST1","nEN-early2",1.695527404,"ENSG00000002587"
"2344","ID4","nEN-early2",-1.499091768,"ENSG00000172201"
"2345","IGDCC4","nEN-early2",-1.369053177,"ENSG00000103742"
"2348","INA","nEN-early2",-1.428983719,"ENSG00000148798"
"2362","KCNQ3","nEN-early2",1.287085103,"ENSG00000184156"
"2369","KIAA1324","nEN-early2",1.866594006,"ENSG00000116299"
"2388","LDHA","nEN-early2",-1.188730396,"ENSG00000134333"
"2402","LRRC16A","nEN-early2",-2.689009468,"ENSG00000079691"
"2404","LSAMP","nEN-early2",-1.353148958,"ENSG00000185565"
"2408","MAGI1","nEN-early2",-2.113546208,"ENSG00000151276"
"2420","MEF2C","nEN-early2",-1.728420099,"ENSG00000081189"
"2421","MEG3","nEN-early2",-1.122503379,"ENSG00000214548"
"2428","MLLT3","nEN-early2",1.124586979,"ENSG00000171843"
"2430","MOB3B","nEN-early2",-2.960396579,"ENSG00000120162"
"2447","NBPF14","nEN-early2",-1.125189839,"ENSG00000270629"
"2458","NEUROD2","nEN-early2",1.142910962,"ENSG00000171532"
"2459","NEUROD6","nEN-early2",1.079499149,"ENSG00000164600"
"2460","NFASC","nEN-early2",1.060828095,"ENSG00000163531"
"2461","NFE2L2","nEN-early2",-1.000556056,"ENSG00000116044"
"2467","NKAIN1","nEN-early2",1.102326073,"ENSG00000084628"
"2472","NOTCH2","nEN-early2",-1.6784069,"ENSG00000134250"
"2473","NPAS3","nEN-early2",-2.994625947,"ENSG00000151322"
"2476","NRCAM","nEN-early2",-1.039181846,"ENSG00000091129"
"2477","NRP1","nEN-early2",1.622561863,"ENSG00000099250"
"2479","NRXN3","nEN-early2",-2.66722151,"ENSG00000021645"
"2493","OXR1","nEN-early2",-1.035205018,"ENSG00000164830"
"2501","PALMD","nEN-early2",1.357959303,"ENSG00000099260"
"2503","PAX6","nEN-early2",-1.02369105,"ENSG00000007372"
"2504","PCDH17","nEN-early2",-1.405543332,"ENSG00000118946"
"2505","PCDH9","nEN-early2",-1.186470622,"ENSG00000184226"
"2508","PDE1C","nEN-early2",1.147665062,"ENSG00000154678"
"2517","PEA15","nEN-early2",-1.226134322,"ENSG00000162734"
"2520","PFN2","nEN-early2",-1.004869911,"ENSG00000070087"
"2533","PLS3","nEN-early2",-2.983283573,"ENSG00000102024"
"2543","PON2","nEN-early2",-1.880344482,"ENSG00000105854"
"2550","PPP2R2B","nEN-early2",1.146708787,"ENSG00000156475"
"2552","PRDM8","nEN-early2",1.137132999,"ENSG00000152784"
"2559","PRSS12","nEN-early2",1.555528188,"ENSG00000164099"
"2561","PSAT1","nEN-early2",-1.712410368,"ENSG00000135069"
"2565","PTN","nEN-early2",-1.868900991,"ENSG00000105894"
"2573","QKI","nEN-early2",-1.437561153,"ENSG00000112531"
"2575","RAB12","nEN-early2",1.021798622,"ENSG00000206418"
"2580","RASGEF1B","nEN-early2",1.057871171,"ENSG00000138670"
"2581","RBFOX1","nEN-early2",1.292544364,"ENSG00000078328"
"2583","RBFOX3","nEN-early2",1.229333108,"ENSG00000167281"
"2584","RBP1","nEN-early2",-1.140797625,"ENSG00000114115"
"2590","RFTN2","nEN-early2",-2.39381031,"ENSG00000162944"
"2595","RNF182","nEN-early2",1.132092982,"ENSG00000180537"
"2597","RNU6.457P","nEN-early2",1.240254098,NA
"2600","RP11.121G22.3","nEN-early2",1.031913523,NA
"2662","SCRT2","nEN-early2",1.265691327,"ENSG00000215397"
"2669","SEMA3C","nEN-early2",1.371159289,"ENSG00000075223"
"2677","SEZ6","nEN-early2",1.014153143,"ENSG00000063015"
"2684","SH3GLB1","nEN-early2",-1.23051789,"ENSG00000097033"
"2691","SLA","nEN-early2",1.487702778,"ENSG00000155926"
"2692","SLAIN1","nEN-early2",-1.206845078,"ENSG00000139737"
"2694","SLC17A6","nEN-early2",1.449714897,"ENSG00000091664"
"2696","SLC1A3","nEN-early2",-1.536099047,"ENSG00000079215"
"2701","SLC35F1","nEN-early2",-1.19189907,"ENSG00000196376"
"2713","SMARCD3","nEN-early2",1.01762846,"ENSG00000082014"
"2714","SMC2","nEN-early2",-1.525253289,"ENSG00000136824"
"2715","SMC4","nEN-early2",-1.174881576,"ENSG00000113810"
"2726","SORBS2","nEN-early2",1.222526687,"ENSG00000154556"
"2727","SORL1","nEN-early2",1.11724919,"ENSG00000137642"
"2730","SOX1","nEN-early2",-3.062342376,"ENSG00000182968"
"2731","SOX2.OT","nEN-early2",-2.441683812,NA
"2732","SOX2","nEN-early2",-3.08729887,"ENSG00000181449"
"2734","SOX6","nEN-early2",-2.809945663,"ENSG00000110693"
"2735","SOX9","nEN-early2",-1.102457787,"ENSG00000125398"
"2736","SPARC","nEN-early2",-4.390185078,"ENSG00000113140"
"2741","SPECC1","nEN-early2",-1.080828198,"ENSG00000128487"
"2746","SRGAP1","nEN-early2",1.013380222,"ENSG00000196935"
"2755","ST6GAL2","nEN-early2",1.029545906,"ENSG00000144057"
"2756","ST8SIA1","nEN-early2",1.210142897,"ENSG00000111728"
"2768","SYP","nEN-early2",1.255227641,"ENSG00000102003"
"2776","TCTN2","nEN-early2",-1.751827555,"ENSG00000168778"
"2777","TENM4","nEN-early2",1.085951058,"ENSG00000149256"
"2784","TJP1","nEN-early2",-1.361450841,"ENSG00000104067"
"2790","TMEM123","nEN-early2",-2.139295473,"ENSG00000152558"
"2803","TOX","nEN-early2",-1.861119593,"ENSG00000198846"
"2804","TOX3","nEN-early2",-1.09083685,"ENSG00000103460"
"2812","TRIM59","nEN-early2",-1.084664024,"ENSG00000213186"
"2818","TSPAN13","nEN-early2",1.018520765,"ENSG00000106537"
"2820","TTC28","nEN-early2",1.234614296,"ENSG00000100154"
"2834","UNC5D","nEN-early2",1.421728135,"ENSG00000156687"
"2845","VIM","nEN-early2",-2.822351218,"ENSG00000026025"
"2854","WWC1","nEN-early2",1.132575737,"ENSG00000113645"
"2855","WWTR1","nEN-early2",-1.955143685,"ENSG00000018408"
"2867","ZFHX3","nEN-early2",-1.23711629,"ENSG00000140836"
"2869","ZFP36L1","nEN-early2",-3.229783627,"ENSG00000185650"
"3088","ABAT","nEN-late",-2.287115928,"ENSG00000183044"
"3109","AKAP12","nEN-late",-1.494040441,"ENSG00000131016"
"3117","ANP32E","nEN-late",-1.064437583,"ENSG00000143401"
"3118","ANXA5","nEN-late",-1.658095665,"ENSG00000164111"
"3119","AP000962.2","nEN-late",1.094539834,NA
"3121","APBB2","nEN-late",-1.118619212,"ENSG00000163697"
"3123","APP","nEN-late",1.136129936,"ENSG00000142192"
"3125","AREL1","nEN-late",-1.308578674,"ENSG00000119682"
"3133","ARX","nEN-late",-1.766995467,"ENSG00000004848"
"3135","ASAP1","nEN-late",-1.058921381,"ENSG00000153317"
"3138","ATP1B2","nEN-late",-1.115627467,"ENSG00000129244"
"3139","ATP2B4","nEN-late",-1.25501626,"ENSG00000058668"
"3149","AXL","nEN-late",-1.306199241,"ENSG00000167601"
"3153","BARD1","nEN-late",-1.662291813,"ENSG00000138376"
"3158","BHLHE22","nEN-late",1.016590275,"ENSG00000180828"
"3163","BSG","nEN-late",-1.011961468,"ENSG00000172270"
"3174","C4orf3","nEN-late",-1.179911772,"ENSG00000164096"
"3178","CADPS","nEN-late",-1.52467436,"ENSG00000163618"
"3179","CALU","nEN-late",-1.509238929,"ENSG00000128595"
"3218","CENPF","nEN-late",-2.048946196,"ENSG00000117724"
"3224","CHD7","nEN-late",-1.169416025,"ENSG00000171316"
"3231","CKS2","nEN-late",-1.211079136,"ENSG00000123975"
"3235","CLU","nEN-late",-1.812329014,"ENSG00000120885"
"3240","CNR1","nEN-late",1.082678727,"ENSG00000118432"
"3242","COL11A1","nEN-late",-1.629540727,"ENSG00000060718"
"3243","COMMD2","nEN-late",-1.159220566,"ENSG00000114744"
"3250","CREB5","nEN-late",-2.135391748,"ENSG00000146592"
"3263","CXXC4","nEN-late",-1.10053273,"ENSG00000168772"
"3268","DBI","nEN-late",-1.213743699,"ENSG00000155368"
"3288","DLX2","nEN-late",-1.815918528,"ENSG00000115844"
"3289","DLX6.AS1","nEN-late",-2.256049545,NA
"3292","DNAJB4","nEN-late",-1.366747346,"ENSG00000162616"
"3301","DOK5","nEN-late",-1.906887557,"ENSG00000101134"
"3302","DOK6","nEN-late",1.006260547,"ENSG00000206052"
"3303","DPY19L1","nEN-late",1.411162673,"ENSG00000173852"
"3312","EFNA5","nEN-late",-4.101456675,"ENSG00000184349"
"3313","EFR3B","nEN-late",-1.038883685,"ENSG00000084710"
"3314","EGR1","nEN-late",-1.379744491,"ENSG00000120738"
"3324","ENC1","nEN-late",1.033579666,"ENSG00000171617"
"3332","ERBB4","nEN-late",-1.45262305,"ENSG00000178568"
"3337","ETV5","nEN-late",-1.293593496,"ENSG00000244405"
"3344","FAM126A","nEN-late",1.140089341,"ENSG00000122591"
"3350","FAM49A","nEN-late",-1.031249112,"ENSG00000197872"
"3353","FAM65B","nEN-late",-2.493938554,"ENSG00000111913"
"3358","FBXW7","nEN-late",-1.076565274,"ENSG00000109670"
"3363","FGFR1","nEN-late",-1.037970508,"ENSG00000077782"
"3381","FUT8","nEN-late",-1.157048409,"ENSG00000033170"
"3385","GAD1","nEN-late",-2.01298306,"ENSG00000128683"
"3396","GNAI2","nEN-late",-1.152246194,"ENSG00000114353"
"3404","GRIA2","nEN-late",1.03279075,"ENSG00000120251"
"3420","HMGB2","nEN-late",-1.518565928,"ENSG00000164104"
"3423","HMGCS1","nEN-late",-1.023478794,"ENSG00000112972"
"3430","HS3ST1","nEN-late",1.308268313,"ENSG00000002587"
"3431","HSPA5","nEN-late",-1.20050921,"ENSG00000044574"
"3438","ID4","nEN-late",-1.806898059,"ENSG00000172201"
"3445","INA","nEN-late",-1.033984473,"ENSG00000148798"
"3459","JADE1","nEN-late",-1.05071457,"ENSG00000077684"
"3467","KCNQ3","nEN-late",1.003221835,"ENSG00000184156"
"3469","KIAA0922","nEN-late",-1.016061611,"ENSG00000121210"
"3478","KLF12","nEN-late",-1.089458788,"ENSG00000118922"
"3479","KLF6","nEN-late",-1.301080138,"ENSG00000067082"
"3491","LDLR","nEN-late",-1.869983932,"ENSG00000130164"
"3497","LINC00478","nEN-late",1.221720082,"ENSG00000215386"
"3498","LINC01102","nEN-late",1.19364827,"ENSG00000235597"
"3499","LINC01105","nEN-late",1.500541313,"ENSG00000232044"
"3506","LRP8","nEN-late",1.351621874,"ENSG00000157193"
"3507","LRRC16A","nEN-late",-1.057011937,"ENSG00000079691"
"3514","MAGI1","nEN-late",-1.851669185,"ENSG00000151276"
"3528","MED14","nEN-late",-1.017515765,"ENSG00000180182"
"3530","MEF2C","nEN-late",-1.531056133,"ENSG00000081189"
"3543","MLLT3","nEN-late",1.053817832,"ENSG00000171843"
"3544","MOB3B","nEN-late",-3.861902547,"ENSG00000120162"
"3565","NBPF14","nEN-late",-1.173434437,"ENSG00000270629"
"3583","NEUROD1","nEN-late",1.322131965,"ENSG00000162992"
"3596","NOTCH2","nEN-late",-2.221498837,"ENSG00000134250"
"3599","NPIPB3","nEN-late",-1.00107904,"ENSG00000169246"
"3600","NPIPB4","nEN-late",-1.122330966,"ENSG00000185864"
"3607","NRP1","nEN-late",1.811770958,"ENSG00000099250"
"3609","NRXN3","nEN-late",-2.736500162,"ENSG00000021645"
"3634","PALMD","nEN-late",1.660153276,"ENSG00000099260"
"3635","PCDH9","nEN-late",-1.960134294,"ENSG00000184226"
"3639","PDIA3","nEN-late",-1.017690531,"ENSG00000167004"
"3645","PEA15","nEN-late",-1.356991722,"ENSG00000162734"
"3665","PLS3","nEN-late",-1.745229296,"ENSG00000102024"
"3675","PON2","nEN-late",-1.56618849,"ENSG00000105854"
"3676","POU3F2","nEN-late",1.001231417,"ENSG00000184486"
"3685","PPP2CB","nEN-late",-1.155328619,"ENSG00000104695"
"3686","PPP2R2B","nEN-late",1.118857937,"ENSG00000156475"
"3696","PRSS12","nEN-late",1.557511271,"ENSG00000164099"
"3697","PSAT1","nEN-late",-2.365865081,"ENSG00000135069"
